step,train_loss,eval_loss
1664,6.486589,
1665,6.304356,
1666,6.452069,
1667,6.272768,
1668,6.381526,
1669,6.231469,
1670,6.323961,
1671,6.596487,
1672,6.029672,
1673,6.367796,
1674,6.402956,
1675,6.129268,
1676,6.225666,
1677,6.309806,
1678,6.101695,
1679,6.149055,
1680,6.310655,
1681,6.479611,
1682,6.398368,
1683,5.909407,
1684,6.069647,
1685,6.161111,
1686,5.973819,
1687,6.401936,
1688,6.328276,
1689,6.264064,
1690,6.256250,
1691,6.416332,
1692,6.132680,
1693,6.271720,
1694,6.355025,
1695,6.434673,
1696,6.116887,
1697,6.238183,
1698,6.349308,
1699,6.227603,
1700,6.025097,
1701,6.176204,
1702,6.477737,
1703,6.034079,
1704,6.011666,
1705,6.360632,
1706,6.199957,
1707,5.624794,
1708,6.404646,
1709,6.161044,
1710,6.142358,
1711,6.045537,
1712,6.466537,
1713,6.252080,
1714,6.495054,
1715,6.378432,
1716,6.334109,
1717,6.021373,
1718,6.306194,
1719,6.307004,
1720,6.132191,
1721,6.518393,
1722,6.166512,
1723,6.327391,
1724,6.243941,
1725,6.371702,
1726,6.442687,
1727,6.243989,
1728,6.058525,
1729,6.452579,
1730,6.230730,
1731,5.951402,
1732,6.307606,
1733,6.194400,
1734,6.285086,
1735,6.206550,
1736,6.136392,
1737,6.406846,
1738,6.505805,
1739,6.151456,
1740,6.290008,
1741,6.312738,
1742,6.197090,
1743,5.943921,
1744,6.204362,
1745,6.159898,
1746,6.351457,
1747,6.270487,
1748,6.581020,
1749,6.319526,
1750,6.008467,
1751,5.831638,
1752,6.264213,
1753,6.553345,
1754,6.525706,
1755,6.241291,
1756,5.992821,
1757,6.479619,
1758,5.814368,
1759,6.213737,
1760,6.549561,
1761,6.164261,
1762,6.261817,
1763,6.190457,
1764,6.218487,
1765,6.337275,
1766,6.569823,
1767,6.271803,
1768,6.247401,
1769,6.095645,
1770,6.272705,
1771,6.195582,
1772,6.220404,
1773,6.284340,
1774,6.121575,
1775,5.848861,
1776,6.154719,
1777,6.826604,
1778,6.167607,
1779,6.412844,
1780,6.283481,
1781,6.418888,
1782,6.000431,
1783,6.343188,
1784,5.924892,
1785,5.756112,
1786,6.473823,
1787,6.389413,
1788,6.404930,
1789,6.397701,
1790,6.336450,
1791,6.366328,
1792,6.641682,
1793,6.258735,
1794,6.409181,
1795,5.980082,
1796,6.144274,
1797,6.384119,
1798,6.188567,
1799,6.094046,
1800,6.036091,
1801,6.396361,
1802,6.169572,
1803,6.466965,
1804,6.346944,
1805,6.599184,
1806,6.334381,
1807,5.789749,
1808,6.025620,
1809,6.042098,
1810,5.746805,
1811,6.339111,
1812,6.714052,
1813,5.945953,
1814,6.036221,
1815,6.489619,
1816,6.043077,
1817,6.185021,
1818,6.159897,
1819,5.913708,
1820,6.232709,
1821,6.150842,
1822,5.918739,
1823,5.690688,
1824,6.274819,
1825,6.388879,
1826,6.338791,
1827,5.999132,
1828,5.887245,
1829,6.585119,
1830,6.048397,
1831,6.085750,
1832,6.363442,
1833,6.875284,
1834,6.454115,
1835,6.242677,
1836,5.881874,
1837,6.666226,
1838,6.040576,
1839,6.127249,
1840,6.247797,
1841,6.231324,
1842,6.313998,
1843,6.339445,
1844,5.916449,
1845,6.151867,
1846,6.419376,
1847,6.484789,
1848,6.112876,
1849,6.219572,
1850,6.316785,
1851,5.936852,
1852,5.892403,
1853,6.186776,
1854,6.363045,
1855,6.265713,
1856,6.130691,
1857,6.119107,
1858,5.991737,
1859,5.834588,
1860,6.087053,
1861,6.246467,
1862,6.146611,
1863,6.756249,
1864,6.054368,
1865,6.361755,
1866,6.102794,
1867,6.633511,
1868,5.803440,
1869,5.877017,7.938125
1870,6.495296,
1871,6.858568,
1872,6.776547,
1873,6.230967,
1874,6.807912,
1875,6.912147,
1876,6.521796,
1877,6.427433,
1878,5.894221,
1879,6.188264,
1880,6.450876,
1881,6.387795,
1882,6.114027,
1883,6.197746,
1884,6.381124,
1885,6.389924,
1886,6.264616,
1887,6.607346,
1888,6.498734,
1889,6.314506,
1890,6.865171,
1891,6.381538,
1892,6.833754,
1893,6.411647,
1894,5.899480,
1895,6.164355,
1896,6.281848,
1897,6.054425,
1898,6.191839,
1899,6.513278,
1900,6.323805,
1901,5.916992,
1902,6.580721,
1903,6.096130,
1904,6.317395,
1905,6.931357,
1906,6.176229,
1907,6.105849,
1908,6.386356,
1909,6.316541,
1910,6.459003,
1911,6.100129,
1912,6.571658,
1913,6.330211,
1914,6.390520,
1915,6.344966,
1916,6.202138,
1917,6.018675,
1918,6.323246,
1919,6.435823,7.706575
